x,y,value,rgb_distance
16.4859813,0.925925926,875.675675676,2.236068
16.6542056,0.925925926,875.675675676,2.828427
16.8224299,0.925925926,875.675675676,4.123106
16.9906542,0.925925926,908.108108108,5.787918
17.1588785,0.925925926,940.540540541,10.35616
17.3271028,0.925925926,908.108108108,9.027735
17.4953271,0.925925926,875.675675676,5.385165
17.6635514,0.925925926,875.675675676,7.874008
17.8317757,0.925925926,908.108108108,5.522681
18,0.925925926,,102.9429
0,0.888888889,,98.11345
0.168224299,0.888888889,843.243243243,2.061553
0.336448598,0.888888889,810.810810811,5.408327
0.504672897,0.888888889,810.810810811,5.408327
0.672897196,0.888888889,810.810810811,5.408327
0.841121495,0.888888889,810.810810811,4.031129
1.00934579,0.888888889,810.810810811,4.031129
1.17757009,0.888888889,810.810810811,4.031129
1.34579439,0.888888889,843.243243243,4.153312
1.51401869,0.888888889,843.243243243,2.291288
1.68224299,0.888888889,843.243243243,1.5
1.85046729,0.888888889,843.243243243,1.802776
2.01869159,0.888888889,843.243243243,1.5
2.18691589,0.888888889,843.243243243,1.802776
2.35514019,0.888888889,843.243243243,2.061553
2.52336449,0.888888889,875.675675676,2.236068
2.69158879,0.888888889,875.675675676,2
2.85981308,0.888888889,875.675675676,2.236068
3.02803738,0.888888889,875.675675676,4.472136
3.19626168,0.888888889,875.675675676,4.472136
3.36448598,0.888888889,875.675675676,4.472136
3.53271028,0.888888889,908.108108108,5.244044
3.70093458,0.888888889,908.108108108,6.363961
3.86915888,0.888888889,875.675675676,7.348469
4.03738318,0.888888889,908.108108108,6.363961
4.20560748,0.888888889,908.108108108,6.363961
4.37383178,0.888888889,908.108108108,6.363961
4.54205607,0.888888889,875.675675676,5.744563
4.71028037,0.888888889,875.675675676,1.414214
4.87850467,0.888888889,843.243243243,3.5
5.04672897,0.888888889,843.243243243,3.5
5.21495327,0.888888889,843.243243243,1.5
5.38317757,0.888888889,843.243243243,1.118034
5.55140187,0.888888889,843.243243243,2.061553
5.71962617,0.888888889,843.243243243,2.692582
5.88785047,0.888888889,843.243243243,3.5
6.05607477,0.888888889,843.243243243,5.315073
6.22429907,0.888888889,810.810810811,5.315073
6.39252336,0.888888889,810.810810811,5.315073
6.56074766,0.888888889,810.810810811,5.315073
6.72897196,0.888888889,810.810810811,4.272002
6.89719626,0.888888889,810.810810811,4.272002
7.06542056,0.888888889,810.810810811,4.272002
7.23364486,0.888888889,810.810810811,4.272002
7.40186916,0.888888889,843.243243243,5.123475
7.57009346,0.888888889,843.243243243,5.123475
7.73831776,0.888888889,843.243243243,1.118034
7.90654206,0.888888889,843.243243243,1.118034
8.07476636,0.888888889,843.243243243,1.118034
8.24299065,0.888888889,843.243243243,1.5
8.41121495,0.888888889,843.243243243,3.5
8.57943925,0.888888889,843.243243243,3.5
8.74766355,0.888888889,843.243243243,3.5
8.91588785,0.888888889,875.675675676,2
9.08411215,0.888888889,875.675675676,2
9.25233645,0.888888889,875.675675676,2
9.42056075,0.888888889,875.675675676,2
9.58878505,0.888888889,875.675675676,2
9.75700935,0.888888889,875.675675676,2
9.92523364,0.888888889,875.675675676,3.605551
10.0934579,0.888888889,875.675675676,3.605551
10.2616822,0.888888889,875.675675676,3.605551
10.4299065,0.888888889,875.675675676,3.605551
10.5981308,0.888888889,875.675675676,3.605551
10.7663551,0.888888889,875.675675676,3.605551
10.9345794,0.888888889,875.675675676,2.828427
11.1028037,0.888888889,875.675675676,2.236068
11.271028,0.888888889,875.675675676,2.236068
11.4392523,0.888888889,875.675675676,2.236068
11.6074766,0.888888889,875.675675676,2.236068
11.7757009,0.888888889,875.675675676,2.236068
11.9439252,0.888888889,875.675675676,2.236068
12.1121495,0.888888889,875.675675676,2.236068
12.2803738,0.888888889,875.675675676,2.236068
